person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Panait Cristea,panaitcristea,panaitcristea@141.ro,1490611450831,1921-10-14,"Drumul Ababei, Draganesti-Olt, 944235",0756 126 826,ce:7f:ca:e9:4e:e5,218.200.170.150,RO39MBDK0524829470369796,2025-06-18 02:54:42,1709,80,411,586222,47c12f6c-3b14-49ff-ab82-34623929fb3d
Ina Tabacu,inatabacu,inatabacu@zzup.ro,1331128182739,2002-02-10,"Strada Nistor Nr. 451 Bl. 70  Sc. 12 Ap. 932, Brad, 669995",0723 619 127,10:c3:d8:1e:63:36,43.72.171.151,RO83PEUY9835851395496181,2025-06-18 02:54:42,23044,118,736,719381,c6e2e826-e269-45d3-80ef-b5d0ab14595e
Cleopatra Suciu,cleopatrasuciu,cleopatrasuciu@gmail.com,6201206171903,2023-06-21,"Bulevardul Dochioiu Nr. 23 Bl. 90  Sc. 21 Ap. 423, Segarcea, 114294",0260 892 657,28:e3:9e:08:8a:1b,89.147.194.34,RO21JMRE8432792297876491,2025-06-18 02:54:42,14093,743,653,339581,d020a8ca-50dc-422d-849a-477eddec9653
Pompilia Pușcașu,pompiliapușcașu,pompiliapușcașu@email.ro,2720917200431,2013-10-08,"Drumul Marcela Stancu Nr. 11 Bl. 40  Sc. 39 Ap. 897, Jimbolia, 853025",0747 374 707,7e:a1:87:b2:6e:ea,212.148.254.60,RO16YLCB9726500959931254,2025-06-18 02:54:42,987,144,716,1981345,46e8874b-4d17-42e8-9f79-2dc2b2e6a443
Dochia Nistor,dochianistor,dochianistor@gmail.com,6630116281906,1928-02-19,"Bulevardul Dochioiu, Moinesti, 450008",0788 128 508,00:c4:f7:af:76:82,212.212.139.243,RO24HSTG8333483364717995,2025-06-18 02:54:42,12439,58,302,1285802,a451de7e-e312-46a4-9d72-05eaf765cb85
Cristobal Stancu,cristobalstancu,cristobalstancu@gmail.com,8570801389661,1914-04-14,"Aleea Adam Nistor Nr. 262, Targu Jiu, 453249",0733 641 016,4e:99:19:7b:6a:a2,188.136.247.229,RO14YRYD8238193572095379,2025-06-18 02:54:42,34114,127,69,1123185,816b37d1-8906-4d2d-ad22-c3f0d876c4c8
Safta Ababei,saftaababei,saftaababei@email.ro,2410328235319,1934-12-19,"Intrarea Aanei, Chisineu-Cris, 271028",0740 841 142,ca:39:b0:e1:20:b4,6.83.198.148,RO65FCEJ7758503996267067,2025-06-18 02:54:42,31974,496,206,1410380,20e21012-1d63-4f52-9dc2-5bf50d6f273c
Teofil Oprea,teofiloprea,teofiloprea@gmail.com,6581029139454,1994-01-06,"Bulevardul Aglaia Aanei Nr. 14, Mizil, 405036",0736 887 035,ac:a5:a2:a3:b4:eb,186.30.109.249,RO98MVER7988614274706687,2025-06-18 02:54:42,24138,947,535,582698,8a213d96-ab33-4a81-b58f-0d0483ad6eb4
Iris Manole,irismanole,irismanole@acasa.ro,7500618039408,2006-07-24,"Soseaua Dobre Nr. 87, Calan, 167255",0231 497 883,9a:67:1d:28:bf:55,188.110.53.236,RO40ENSU3198675471429358,2025-06-18 02:54:42,9294,179,293,1269211,6171a2f0-c3e5-4a86-aa08-c16bdb675ea0
Claudia Nemeș,claudianemeș,claudianemeș@kappa.ro,5020431158701,1954-06-05,"Aleea Mazilescu, Blaj, 475025",0248 016 338,a2:72:5d:c5:7b:0d,20.251.140.123,RO90LAVS5569804604035327,2025-06-18 02:54:42,19186,83,697,1965417,ca341405-e9e1-4dc6-bd77-d0eee014b60d
Ionuț Stancu,ionuțstancu,ionuțstancu@gmail.com,8680923523628,2012-01-01,"Drumul Dobre Nr. 21, Anina, 138466",0259 790 361,8e:a0:92:9d:86:b9,50.236.72.229,RO34LWZL6214016516030949,2025-06-18 02:54:42,23902,275,332,1555695,af84afdf-f3c0-439c-b089-a3f8794bafff
Loredana Tabacu,loredanatabacu,loredanatabacu@acasa.ro,2511111169281,1957-09-30,"Bulevardul Barbu Nr. 22, Targu Secuiesc, 699921",0254 403 677,ec:fc:0c:65:69:f2,112.33.6.211,RO33ZXMR8151298397611469,2025-06-18 02:54:42,22899,296,550,779467,a6027b42-ce97-4a3c-95d5-3eaf32bbec1d
George Preda,georgepreda,georgepreda@141.ro,7180116451648,1945-02-10,"Aleea Dinu, Fieni, 396592",0242 783 849,46:5a:af:64:f5:bc,60.175.234.119,RO12ELHO4583249185898609,2025-06-18 02:54:42,126,183,482,1826646,897d452c-75e3-4a2e-8608-1e8c9da31c98
Heracleea Stan,heracleeastan,heracleeastan@kappa.ro,2651125514261,1972-09-06,"Soseaua Suciu Nr. 12 Bl. 13  Sc. 62 Ap. 542, Busteni, 374205",0740 273 497,30:8a:03:33:d0:c4,103.167.169.105,RO93ZMWX1057776898763064,2025-06-18 02:54:42,8434,36,52,649121,5369ece2-1378-4126-9412-f05ef9eceb76
Dochia Tomescu,dochiatomescu,dochiatomescu@141.ro,6720704399573,2004-10-29,"Soseaua Tudor, Bosanci, 191850",0740 947 226,88:a3:38:a7:0a:e8,147.168.30.184,RO03IWTW7976471807852662,2025-06-18 02:54:42,7135,178,608,1867389,905c4d5a-408f-4598-b2b1-9c3033bb8824
Ludmila Pop,ludmilapop,ludmilapop@post.ro,8481015348900,1913-09-16,"Bulevardul Pușcașu Nr. 76 Bl. 63  Sc. 99 Ap. 920, Barlad, 375882",0267 878 104,b4:b0:8e:34:6c:c6,21.76.241.34,RO02PBTT6233823055603323,2025-06-18 02:54:42,17617,240,772,67204,b14b7753-60d5-4485-8172-c3205b43cdf9
Angel Pop,angelpop,angelpop@kappa.ro,5561003436166,1977-10-30,"Intrarea Stancu, Pitesti, 234185",0734 599 977,a8:a9:61:21:fc:cb,187.236.53.87,RO91XUBT3216895774056478,2025-06-18 02:54:42,930,518,249,1794220,4172dd1f-25ea-43bf-a9c1-d8ea61a98801
Mirabela Nistor,mirabelanistor,mirabelanistor@141.ro,7641112312346,2001-12-25,"Intrarea Nemeș Nr. 22 Bl. 71  Sc. 35 Ap. 795, Rasnov Romacril, 916063",0767 452 482,5e:fc:77:1d:67:3a,114.234.229.160,RO38LXZK2736016130196758,2025-06-18 02:54:42,35680,64,695,1115888,9d4d92bc-8fd0-4ae4-aa6c-253523621ce2
Petrișor Pușcașu,petrișorpușcașu,petrișorpușcașu@email.ro,6340223350907,1940-01-09,"Intrarea Toma Nr. 79, Insuratei, 790457",0763 204 098,16:42:35:ea:0a:d7,52.73.246.141,RO21ESPE1577700573196767,2025-06-18 02:54:42,25539,591,204,843488,1a5bb503-8e3d-4f1a-abbd-490d43e0db44
Vlad Marin,vladmarin,vladmarin@zzup.ro,6290428178136,1999-09-24,"Bulevardul Tomescu Nr. 713, Orsova, 699486",0729 477 697,dc:ab:0d:61:b5:b4,186.105.155.138,RO11FAGU3637873861720035,2025-06-18 02:54:42,15922,150,355,180785,c96fcd9c-4179-4e40-b0a8-06e7813f78c3
Petrișor Stănescu,petrișorstănescu,petrișorstănescu@post.ro,1790210524884,1935-04-29,"Drumul Luana Stan, Fetesti, 399687",0236 086 349,66:db:a3:4f:0a:e6,212.31.160.195,RO24ABMU7580934157205229,2025-06-18 02:54:42,17652,1,326,609001,9c8452cc-f6a1-497d-be7b-2a588ce0425a
Estera Popescu,esterapopescu,esterapopescu@kappa.ro,3750412163571,1929-05-22,"Bulevardul Mazilescu, Mangalia, 486935",0242 279 836,d6:30:36:75:88:b7,130.125.196.119,RO59FANW4060543827972961,2025-06-18 02:54:42,11636,54,735,1693015,a92fc321-f846-46a4-bd38-a0a0fbdba815
Amza Popescu,amzapopescu,amzapopescu@gmail.com,7200415431861,1959-07-19,"Drumul Dochioiu Nr. 57 Bl. 74  Sc. 56 Ap. 342, Teius, 588896",0726 164 281,3a:25:5a:5c:a3:1d,125.14.202.2,RO62DTOL9606141934273216,2025-06-18 02:54:42,20723,706,755,1922304,a1c65b85-1995-4f5f-ae4e-71eddf7e3ca2
Lorena Mocanu,lorenamocanu,lorenamocanu@141.ro,3120208097065,1961-08-28,"Aleea Diaconu Nr. 791, Vlahita, 866247",0738 784 921,de:c3:1e:63:2e:dc,137.83.119.157,RO93MBAR7892167937863950,2025-06-18 02:54:42,24853,344,425,1406542,ab50610c-21d7-446c-a16d-3f1244c0fe68
Valentin Florea,valentinflorea,valentinflorea@zzup.ro,4140618324255,1987-09-03,"Drumul Albu, Campina, 376363",0727 656 048,88:94:a7:fb:a9:a6,172.198.72.110,RO81RWXR8142915081248606,2025-06-18 02:54:42,3606,128,687,1297906,aec0e246-cca4-4c80-9a6e-a44b0eba34fc
Rica Dima,ricadima,ricadima@post.ro,6190904169317,1933-10-18,"Strada Tudosia Diaconescu Nr. 816, Eforie Nord, 463697",0244 948 322,6a:c9:6a:e0:42:e6,200.93.47.57,RO82DWJO5691970268582990,2025-06-18 02:54:42,5622,895,239,1776130,c9cac287-65a5-4480-b78c-f4955ffcf7a7
Viorica Stoica,vioricastoica,vioricastoica@post.ro,5081218284064,2005-01-15,"Soseaua Stancu Nr. 31 Bl. 19  Sc. 71 Ap. 108, Mangalia, 378048",0760 213 011,a2:b4:4f:ca:cc:2d,182.110.86.72,RO30WLLQ4486763638744846,2025-06-18 02:54:42,23091,616,360,1262923,2c7fce10-eb57-49b8-87d2-50b4d80e579a
Codin Toma,codintoma,codintoma@acasa.ro,7300213301148,1972-09-29,"Strada Stancu Nr. 39, Jibou, 440541",0727 412 258,a2:fc:54:c4:d7:c1,113.133.111.106,RO88VYUK7337313067454658,2025-06-18 02:54:42,9843,794,615,67379,78ca6dd0-dc15-481b-bfea-af1f18a04a08
Ladislau Pușcașu,ladislaupușcașu,ladislaupușcașu@post.ro,6220921454801,2024-12-14,"Soseaua Nemeș Nr. 223 Bl. 27  Sc. 14 Ap. 578, Harlau, 180123",0241 511 519,ce:ae:4c:9e:c1:36,130.26.44.149,RO29FXUA4253117386508863,2025-06-18 02:54:42,25091,482,356,791039,e1d78ae8-07c4-4690-8fcc-fdc3e14330c1
Emilian Georgescu,emiliangeorgescu,emiliangeorgescu@kappa.ro,2551125226959,1961-12-03,"Aleea Tabacu, Pantelimon, 768614",0763 800 042,06:1b:98:81:fc:40,149.206.64.195,RO28FUYE4744223032527633,2025-06-18 02:54:42,1604,110,242,291377,9375eb25-6ce6-45ce-9de9-970e740bf3a0
Ianis Mazilescu,ianismazilescu,ianismazilescu@kappa.ro,4700127026589,1934-12-09,"Intrarea Casandra Ioniță Nr. 67, Bistrita, 226943",0764 635 493,a0:34:90:ec:52:4d,85.4.179.80,RO47VTWT5459418634815905,2025-06-18 02:54:42,22583,892,61,1457792,bad503bf-ad24-4d20-bbe5-31d2ffebcde5
Antonie Manole,antoniemanole,antoniemanole@acasa.ro,4451108019565,1993-10-18,"Drumul Pop Nr. 630, Medgidia, 307560",0762 913 987,16:41:11:d1:c3:a1,75.110.25.177,RO29XQQY7920177952402665,2025-06-18 02:54:42,13894,276,389,1518286,b01d49ee-b0f4-46a4-bdde-1e38c708df30
Brândușa Albu,brândușaalbu,brândușaalbu@141.ro,7991214370839,1999-06-23,"Bulevardul Gheorghiu Nr. 545 Bl. 16  Sc. 48 Ap. 254, Mogosoaia, 276302",0725 549 853,6e:21:39:c8:53:85,89.87.25.142,RO32MBVI0854996264784739,2025-06-18 02:54:42,18128,137,618,260784,ed47b584-914c-4a67-b431-361fea5e9377
Vlaicu Popa,vlaicupopa,vlaicupopa@141.ro,8720412137684,2018-05-02,"Aleea Manole Nr. 58, Darabani, 102312",0786 417 122,cc:58:c8:fe:65:9b,3.109.142.29,RO15AOEF6153064467033252,2025-06-18 02:54:42,24053,89,223,817381,ca915315-e6aa-47e8-a48f-c1a55e61ca57
Ligia Nistor,ligianistor,ligianistor@acasa.ro,3600215226195,2014-12-03,"Drumul Ivan Dumitrescu Nr. 82 Bl. 37  Sc. 62 Ap. 191, Ocna Mures, 514126",0764 569 318,02:82:10:66:fe:12,87.155.105.255,RO89MJPM5419244712889222,2025-06-18 02:54:42,7989,837,197,1002914,fd7a712b-988f-483c-a812-d0df269cbabc
Mitică Mocanu,miticămocanu,miticămocanu@141.ro,1780822120613,1924-04-08,"Bulevardul Barbu Ionescu, Negresti, 241742",0746 528 610,9c:f7:54:23:64:9c,138.147.87.129,RO19MSLE3728774651376563,2025-06-18 02:54:42,25530,703,495,1722763,56cf7636-472f-48d9-a419-49b58269c13a
Sorana Diaconescu,soranadiaconescu,soranadiaconescu@zzup.ro,1210321421336,2010-01-06,"Drumul Nistor Nr. 16 Bl. 25  Sc. 84 Ap. 915, Caracal, 470339",0248 112 690,f6:01:e7:8c:a8:70,153.52.8.43,RO37ZEUZ5120921562617985,2025-06-18 02:54:42,5822,642,440,1380660,d24b3ad4-ca48-4137-b1eb-4473ac045010
Amza Ioniță,amzaioniță,amzaioniță@141.ro,3690602412207,1951-08-09,"Aleea Mugur Dobre Nr. 249 Bl. 14  Sc. 84 Ap. 182, Poienile de sub Munte, 389901",0754 876 433,5e:5e:60:de:34:9e,55.65.58.128,RO11WCUY3237711811603693,2025-06-18 02:54:42,5632,975,249,1679754,a6b7d1d1-4af1-4058-8c54-2027813150c2
Elodia Dinu,elodiadinu,elodiadinu@141.ro,4530727114404,2013-03-15,"Bulevardul Gheorghiu, Beclean, 796189",0729 567 056,14:ae:03:61:5b:7e,200.234.216.41,RO05GNTW2172809696708141,2025-06-18 02:54:42,8072,832,218,1282774,26d54912-e591-41c0-835a-ff9c2304579e
Crenguța Marin,crenguțamarin,crenguțamarin@post.ro,3740710302810,2006-07-20,"Strada Stoica Nr. 362, Cobadin, 283616",0758 138 182,24:72:5d:3e:50:4c,75.220.158.75,RO56AGMR7108318315456988,2025-06-18 02:54:42,27511,796,354,1965143,f3af7fcf-e078-4911-b32f-e4b087ce4392
Constantina Tudor,constantinatudor,constantinatudor@acasa.ro,1220307090920,1969-08-17,"Aleea Dochioiu Nr. 63 Bl. 63  Sc. 89 Ap. 151, Stei, 506131",0242 074 564,b8:a1:a4:cd:32:fc,212.236.70.37,RO51JSKF9522845116831255,2025-06-18 02:54:42,24271,783,1,1347416,c94e120d-eb82-4f77-b559-02034abcb034
Lavinia Georgescu,laviniageorgescu,laviniageorgescu@kappa.ro,6111020144199,1934-08-18,"Soseaua Emilian Nistor Nr. 91 Bl. 11  Sc. 20 Ap. 398, Beclean, 647213",0245 425 024,64:90:93:99:fa:d4,207.245.92.83,RO67MBMD2869660454091498,2025-06-18 02:54:42,25765,190,553,1588052,ce4288b4-ec29-44e6-8bf9-c1ebd3a86b62
Teodosia Toma,teodosiatoma,teodosiatoma@kappa.ro,6480801088154,1924-10-27,"Soseaua Petru Dumitrescu, Navodari, 932765",0736 707 286,14:6c:c2:d0:41:f4,70.152.107.122,RO47XXXA8012591736196045,2025-06-18 02:54:42,33609,120,297,157908,ce083d4c-e623-4444-afec-34efa3fda479
Aura Albu,auraalbu,auraalbu@gmail.com,2041023252954,1941-06-29,"Intrarea Cipriana Cristea Nr. 402 Bl. 52  Sc. 42 Ap. 566, Draganesti-Olt, 928023",0233 717 648,52:09:3b:da:46:c5,154.75.219.88,RO04GGJS2318989745922142,2025-06-18 02:54:42,3903,186,666,424213,e83ac4c5-0630-4a83-8d1d-99f5105175b9
Camil Albu,camilalbu,camilalbu@post.ro,2020515142701,1945-01-03,"Drumul Gheorghiu Nr. 48 Bl. 32  Sc. 13 Ap. 341, Pucioasa, 961889",0259 882 041,08:47:b8:77:29:bf,148.62.33.121,RO36FZGF8945502697533479,2025-06-18 02:54:42,11845,724,137,90218,f46a9139-ce72-4a32-8369-171ca669ca40
Adi Manole,adimanole,adimanole@post.ro,2040409170343,1944-04-10,"Strada Stan Popescu Nr. 63, Ramnicu Sarat, 294896",0757 600 592,d6:8d:54:6e:c5:0b,136.237.240.9,RO23ZXQW8234355831562719,2025-06-18 02:54:42,32215,142,327,532613,c9b9a1c2-0430-42b7-a13c-027d43d92dcd
Iuliana Popescu,iulianapopescu,iulianapopescu@gmail.com,4741004225958,2005-09-27,"Bulevardul Melania Florea Nr. 66, Odorheiu Secuiesc, 939652",0770 827 662,82:a1:07:87:68:e0,58.174.108.247,RO26RLZV6363514210784216,2025-06-18 02:54:42,35055,931,193,974441,c11767b6-aa38-4257-b864-6cd6027e31bd
Sinică Barbu,sinicăbarbu,sinicăbarbu@141.ro,2310511343411,1935-11-24,"Intrarea Stancu Nr. 55 Bl. 78  Sc. 33 Ap. 914, Calafat, 261751",0721 557 570,24:f2:3d:6d:46:0d,192.172.243.155,RO28ZHVC7642210285047287,2025-06-18 02:54:42,3045,555,246,157740,82abc5ee-98b9-4f18-a75a-525e1a6fe978
Arsenie Pușcașu,arseniepușcașu,arseniepușcașu@post.ro,4321230286874,1992-07-02,"Strada Nemeș, Viseu de Sus, 922227",0744 190 797,da:19:23:96:d2:b0,44.51.189.215,RO44UNIC6516232149532994,2025-06-18 02:54:42,5535,592,701,1734354,ae5c4401-a711-47cb-a61c-277248a7830d
Marina Ene,marinaene,marinaene@acasa.ro,2640216017194,1925-05-24,"Bulevardul Stan, Uricani, 994214",0236 576 592,aa:24:77:f5:92:e3,67.16.153.39,RO78EZXY2081769847628299,2025-06-18 02:54:42,6083,99,535,963044,aa2faf03-be35-4abb-bec8-a1b8e7158333
Iuliu Barbu,iuliubarbu,iuliubarbu@acasa.ro,4580106447400,1957-03-21,"Intrarea Luiza Diaconu Nr. 11 Bl. 45  Sc. 67 Ap. 375, Peris, 307291",0788 512 022,c8:22:43:85:d7:6a,121.110.165.34,RO94OXMG3353409380758867,2025-06-18 02:54:42,7697,984,678,1240666,c75f9023-c9e5-42ba-a47c-22f2a9504477
Ludovic Florea,ludovicflorea,ludovicflorea@141.ro,4240318277557,1929-05-04,"Drumul Aristița Florea Nr. 503, Talmaciu, 683087",0788 233 023,e0:2b:1d:be:da:12,140.192.235.148,RO29IVUW4377047433052595,2025-06-18 02:54:42,30419,308,188,1289448,ad51c486-7179-40c7-af98-17550d7452e8
Larisa Dochioiu,larisadochioiu,larisadochioiu@141.ro,4520903442501,1915-01-09,"Drumul Tania Tabacu, Zarnesti, 892605",0243 778 007,9e:72:53:35:82:92,144.101.24.39,RO69QKKB2157465705245382,2025-06-18 02:54:42,19381,907,444,398543,3f9d25e1-ee65-4680-a150-4beae725182b
Nichifor Florea,nichiforflorea,nichiforflorea@gmail.com,3121009167419,1975-11-15,"Intrarea Stana Tudor Nr. 82, Ramnicu Valcea, 702731",0253 088 994,e0:ce:d8:cb:5a:9a,185.249.59.210,RO07APXG7278712724640384,2025-06-18 02:54:42,8324,155,714,1126790,11bc9d88-5f89-4d6b-8b4b-518e8dd23723
Petruț Preda,petruțpreda,petruțpreda@gmail.com,3890616217556,1909-07-22,"Soseaua Dobre Nr. 41 Bl. 19  Sc. 69 Ap. 553, Alesd, 708586",0742 010 252,0a:45:f9:a4:02:67,132.26.46.79,RO03AXKN5039949803261525,2025-06-18 02:54:42,7745,794,87,536292,6b6bda61-1b3d-486c-930e-f1e8908d3242
Laurenția Voinea,laurențiavoinea,laurențiavoinea@acasa.ro,3110513356521,1994-08-21,"Intrarea Popa Nr. 26, Dumbravita, 484967",0788 092 522,a6:70:ce:de:77:86,184.127.228.127,RO27NOIP3322566266623364,2025-06-18 02:54:42,34527,541,706,992168,11eea5cc-e1b5-4b87-a508-2502a03a8e9a
Demetra Ioniță,demetraioniță,demetraioniță@zzup.ro,1890801387054,1951-10-09,"Intrarea Marinela Diaconescu Nr. 964 Bl. 60  Sc. 98 Ap. 441, Feldru, 240778",0263 728 827,24:60:7e:b3:29:9f,75.224.126.208,RO53QGLP7466815260099659,2025-06-18 02:54:42,29532,2,407,1033602,7268044c-1037-4f25-b3b9-0ebcb2233c2e
Eva Suciu,evasuciu,evasuciu@post.ro,4480714300127,1980-02-16,"Intrarea Iulia Dinu Nr. 64 Bl. 53  Sc. 83 Ap. 706, Carei, 601601",0258 797 093,22:c7:8a:15:46:e9,115.36.237.65,RO40SBJP1536968272855796,2025-06-18 02:54:42,14483,459,210,1041462,72c37b4e-7228-4b1d-8610-82847538eaa2
Nichifor Florea,nichiforflorea,nichiforflorea@post.ro,3630719043308,2019-11-04,"Bulevardul Marin, Toplita, 275052",0786 088 532,f2:6e:25:37:47:d3,153.219.153.251,RO05VZQL6712012501747554,2025-06-18 02:54:42,31776,50,104,1333051,8c84b400-f1b8-418f-8dcf-1442fb3a5540
Axinte Ababei,axinteababei,axinteababei@gmail.com,8201224222160,1947-08-27,"Soseaua Manole Nr. 325 Bl. 64  Sc. 92 Ap. 108, Moinesti, 411916",0711 211 437,02:62:ca:7a:66:53,144.76.139.205,RO97RMEO6476125159099698,2025-06-18 02:54:42,332,694,236,132115,1d9e9bf6-fd7c-4356-b696-7b3bd7a3a47d
Aristița Niță,aristițaniță,aristițaniță@141.ro,4681022374086,1925-04-04,"Drumul Dinu Nr. 642 Bl. 53  Sc. 29 Ap. 202, Galati, 913106",0247 699 671,22:04:47:ec:18:5e,62.118.65.235,RO48GNCK0775641708511904,2025-06-18 02:54:42,19701,504,717,227501,c007964b-23b3-47c5-83c0-540edd263c7b
Aristița Ene,aristițaene,aristițaene@zzup.ro,2960915058601,2009-05-28,"Bulevardul Barbu, Nadlac, 552514",0753 385 707,80:f3:f3:51:35:ff,165.171.158.14,RO87BVKR8845835423745844,2025-06-18 02:54:42,46,26,63,1092267,8496a3ad-3d82-4a7b-ac07-c1b62464be6a
Manuela Stănescu,manuelastănescu,manuelastănescu@email.ro,1790726237568,1974-06-30,"Aleea Mocanu, Intorsura Buzaului, 969372",0767 475 927,88:e3:8a:86:28:b0,42.143.132.7,RO07ZABG3661966709513082,2025-06-18 02:54:42,6189,262,414,1642878,ce9dad1d-4a8c-4847-82b5-c48421652a48
Veronica Voinea,veronicavoinea,veronicavoinea@kappa.ro,5531007363615,1961-10-25,"Aleea Cristea Nr. 49, Apahida, 649572",0254 620 530,c6:e7:c2:b7:2d:e5,73.222.146.45,RO15CZJA0632097642782132,2025-06-18 02:54:42,34404,931,430,1943709,efbedde4-b809-44c5-90aa-01bc966f793c
Mugurel Marin,mugurelmarin,mugurelmarin@141.ro,4161031389351,1951-01-26,"Strada Romina Ardelean, Baciu, 487918",021 351 0954,58:ba:af:5b:0d:77,164.108.13.160,RO86TKHP5559924502355757,2025-06-18 02:54:42,29037,12,609,447178,6ff4f6ab-cbc8-4577-9f6e-70e3fac99214
Augustina Mazilescu,augustinamazilescu,augustinamazilescu@email.ro,1910801384981,1964-09-07,"Bulevardul Oliviu Marin Nr. 85 Bl. 76  Sc. 37 Ap. 338, Reghin, 817400",0723 571 188,58:13:d5:87:d1:14,213.173.47.111,RO54IIDF3534058609076195,2025-06-18 02:54:42,31990,135,16,1082720,78b58be0-0676-4fc1-b590-2f09d63befb2
Antim Ababei,antimababei,antimababei@kappa.ro,2650730106756,1987-07-20,"Soseaua Maricica Niță Nr. 890 Bl. 99  Sc. 63 Ap. 724, Rosu, 995054",0245 819 055,7e:3d:ae:2e:ad:ba,34.107.11.251,RO48JQXC0890698427226314,2025-06-18 02:54:42,13968,629,678,1943445,37ff57aa-0f9d-4dac-b994-c439967e3f6c
Dominic Voinea,dominicvoinea,dominicvoinea@acasa.ro,6130103111665,1929-01-30,"Aleea Marin Nr. 408 Bl. 94  Sc. 19 Ap. 242, Beclean, 943598",0744 200 363,b4:1c:c6:21:3e:3b,134.182.95.189,RO93NGJK8731492155472698,2025-06-18 02:54:42,29428,246,705,474606,a7dd39d0-16b4-49e0-b4a1-891609ec6404
Marinela Tabacu,marinelatabacu,marinelatabacu@141.ro,4271222521634,1958-11-23,"Soseaua Florea Nr. 46 Bl. 78  Sc. 57 Ap. 475, Uricani, 906123",0262 104 061,cc:66:a5:3e:0a:22,131.25.131.239,RO53JNJD5931961870684793,2025-06-18 02:54:42,21307,940,246,1542435,b6241d58-4787-4400-a526-5a639d268c25
Grigore Dima,grigoredima,grigoredima@acasa.ro,2401005253881,1960-03-04,"Strada Voinea Nr. 311 Bl. 64  Sc. 36 Ap. 445, Mogosoaia, 548373",0769 787 438,22:e5:ec:e0:f6:da,217.92.154.106,RO72ACTX9861914201952807,2025-06-18 02:54:42,15415,305,546,1641916,991b2791-aad5-41dc-ab8e-f1511dad4f3c
Beatrice Dumitrescu,beatricedumitrescu,beatricedumitrescu@zzup.ro,3050603527541,1994-09-28,"Strada Eliana Pop Nr. 429, Braila, 145024",0240 801 930,be:84:f5:4b:07:b9,197.213.73.234,RO27LGFM1913343560191891,2025-06-18 02:54:42,26697,362,504,1849901,0f15ab28-9124-45b1-a337-8f177dfba5ea
Evelina Ardelean,evelinaardelean,evelinaardelean@gmail.com,2100515462451,2022-05-09,"Bulevardul Evanghelina Stoica Nr. 402, Urziceni, 268453",021 250 1583,26:e2:9b:3b:85:fc,159.229.70.111,RO63GRHU6231599249233935,2025-06-18 02:54:42,10709,52,297,1787928,6574e871-e43c-4039-81b0-94a2da76ddf4
Romulus Tabacu,romulustabacu,romulustabacu@gmail.com,5641127286062,1981-04-19,"Drumul Ionescu, Gugesti, 119762",0729 898 775,74:29:13:b3:ff:f4,74.56.137.156,RO71UCIV4486838240459834,2025-06-18 02:54:42,26001,578,726,1691890,dadfcda7-da55-4656-a206-cefeb6db0618
Sabin Voinea,sabinvoinea,sabinvoinea@post.ro,6430413026726,2011-03-30,"Soseaua Cazimir Georgescu Nr. 15, Odorheiu Secuiesc, 501963",0730 651 239,64:e6:b6:8f:b0:9a,11.25.112.12,RO18QJKX3043887388918540,2025-06-18 02:54:42,31517,516,656,16815,55d2cbcd-dd29-4dae-a8f3-82e8ee89adc3
Ligia Ababei,ligiaababei,ligiaababei@gmail.com,6041121518584,1955-10-29,"Bulevardul Emil Preda Nr. 541, Satu Mare, 153242",0261 573 857,5e:97:11:9a:0c:5f,55.0.136.131,RO11KJRT8900292883794931,2025-06-18 02:54:42,17636,442,35,398633,67f41a7f-7489-494a-b3c0-ecb573681376
Marilena Stănescu,marilenastănescu,marilenastănescu@post.ro,4621102251413,1952-05-10,"Bulevardul Popa Nr. 240 Bl. 44  Sc. 29 Ap. 746, Podu Iloaiei, 558315",0753 626 429,16:b9:ba:31:2d:f7,174.169.178.100,RO24YPWE7346551172511169,2025-06-18 02:54:42,32694,811,105,1201851,354fbc92-b709-4c9b-8845-0e28d7011a46
Carmina Aanei,carminaaanei,carminaaanei@acasa.ro,8030403111006,2001-07-03,"Strada Popa Nr. 516, Dumbraveni, 927314",0734 515 608,be:11:68:70:4c:b2,38.158.84.38,RO55CESU1865085479130908,2025-06-18 02:54:42,32199,798,243,748461,ed90cc4d-1f67-4edf-a66a-8d8f419eb21f
Ducu Voinea,ducuvoinea,ducuvoinea@kappa.ro,2760323514822,1928-10-09,"Intrarea Niță Nr. 139 Bl. 42  Sc. 56 Ap. 271, Urlati, 845832",0739 291 032,64:0e:3a:38:9d:57,177.42.12.132,RO68AYFT1759688596760470,2025-06-18 02:54:42,19901,171,30,1951784,335ac95a-37cc-474c-960f-46e18150f14b
Marin Niță,marinniță,marinniță@zzup.ro,2040711397483,1991-06-06,"Aleea Despina Pușcașu Nr. 313 Bl. 84  Sc. 58 Ap. 196, Buzau, 494589",0260 440 446,ac:e1:90:cf:88:83,32.112.35.61,RO30HEJX1705607241673472,2025-06-18 02:54:42,4729,170,513,961385,4fc2b228-bc56-4525-a3a3-32b52c4ae74c
